logFC logCPM F PValue FDR
XLOC_052427 -2.86257698724149 -0.0388022627982392 74.2551679091565 1.24816940315931e-05 0.230873894502378
XLOC_045087 -2.09206776849854 -0.621939463430767 61.9745121880541 2.57484319360262e-05 0.238134372760338
XLOC_046298 -2.13756690089622 2.03533181186973 47.2061242618969 7.44493619987497e-05 0.407998341222501
XLOC_044305 -1.79339302283437 0.740511952431128 42.3696005378668 0.000112265781201894 0.407998341222501
XLOC_039886 -1.07343831815797 3.55924117296843 39.7501726996538 0.000142617169858026 0.407998341222501
XLOC_031542 -1.315396150038 3.43871981878916 37.3834933704958 0.00017910552600846 0.407998341222501
XLOC_039932 -2.22943371331502 0.573444478724689 37.2274060683642 0.000181892566445303 0.407998341222501
XLOC_008112 -1.06952181290727 3.44918220927648 36.216253780465 0.000201292639392547 0.407998341222501
XLOC_005549 -1.39927437628735 0.908397380850756 35.5888968550617 0.000214608071480559 0.407998341222501
XLOC_027320 -2.32773941593155 -1.25310508102731 34.5715079442279 0.000238575102412715 0.407998341222501
XLOC_011476 -0.973584010539618 2.80883373180772 34.4116502587543 0.000242632954178922 0.407998341222501
XLOC_039925 -2.17098087631227 -0.392675278370472 30.9695552435876 0.000354634558931128 0.546639619712423
XLOC_034021 -1.61822621708164 0.0970641508513808 29.5307277412913 0.000419825070507631 0.552093056911901
XLOC_050455 1.75289970627252 -1.73049506357349 29.2160685767558 0.000435985717529174 0.552093056911901
XLOC_044678 -0.929614249486542 3.50965398731486 28.9964914386157 0.000447715621650999 0.552093056911901
XLOC_039924 -1.6989332735248 1.81837578860741 26.4992153381267 0.000612647360406548 0.708258639089995
XLOC_031667 -1.47427037397519 -1.3662916572241 25.97109405578 0.000656579572023155 0.714397196688959
XLOC_012768 -0.936727918007543 1.64674485225014 25.4461611640164 0.000704131558502606 0.723573413201261
XLOC_006001 -1.2147597934621 0.0154221218230312 23.7563886343811 0.000888747674248357 0.797626687141969
XLOC_005001 -1.39724127937966 2.10720056749177 23.7447537929133 0.000890212027692531 0.797626687141969
XLOC_024464 1.23707088200783 -1.35045837051311 23.6241943349852 0.000905560925013859 0.797626687141969
XLOC_021973 -1.61857083757051 0.934358777587724 22.852970655073 0.00101180965506239 0.825789781822597
XLOC_013206 -1.45521396524589 -0.549777800305647 22.2449178120722 0.00110650489725049 0.825789781822597
XLOC_001929 -1.25585875300166 2.29680563743003 21.960651151682 0.00115448986436891 0.825789781822597
XLOC_025256 -0.864939303971981 2.16586936784238 19.8410402097198 0.00160592797547931 0.825789781822597
XLOC_018887 -0.764677842544902 2.41388712795815 19.5313939250763 0.00168884099575299 0.825789781822597
XLOC_037897 -2.118979568451 -0.474714887146116 19.4263266174614 0.00171816129462388 0.825789781822597
XLOC_042472 -0.923733171628541 3.12261644195189 19.3090818630862 0.00175162019832847 0.825789781822597
XLOC_007473 -0.795148984769319 1.63849892220796 19.1416738068567 0.00180079083413278 0.825789781822597
XLOC_005230 -1.10761629813539 0.385382078925141 18.8584660319062 0.00188788815422948 0.825789781822597
XLOC_036845 -0.897183130986641 3.29478009945846 18.7762812981435 0.00191412462140034 0.825789781822597
XLOC_051840 -0.770270288421392 2.64750114621245 18.4704025234498 0.00201578675028341 0.825789781822597
XLOC_021889 -0.924344462376628 0.546042722481664 18.4549067134226 0.00202111101130208 0.825789781822597
XLOC_017314 -1.17585318878765 1.67592539720894 18.0059757543988 0.00218312854202013 0.825789781822597
XLOC_022557 -1.11239290893657 0.499149062965645 17.9849999973605 0.00219108098184211 0.825789781822597
XLOC_003518 -1.19239434246046 0.764002276081816 17.6411599577685 0.0023266488137066 0.825789781822597
XLOC_014686 -0.721653623669027 2.95268849431281 17.4339766188194 0.00241331394055468 0.825789781822597
XLOC_026900 -1.0347214810132 1.79621865764167 17.3088279339559 0.00246758458658732 0.825789781822597
XLOC_027563 -0.949982269692915 -0.342211167068629 17.2712713432065 0.00248416226999264 0.825789781822597
XLOC_022784 -1.0228491407884 0.32521272188145 16.8617583100162 0.00267409776057307 0.825789781822597
XLOC_015398 -0.890497265200282 2.11791189547164 16.7077127693094 0.00275013078491612 0.825789781822597
XLOC_048146 -1.07662293284627 0.254008790464723 16.7006504399213 0.00275367973612308 0.825789781822597
XLOC_001560 -0.862568999636112 1.86808044393599 16.5811415122327 0.00281459600407988 0.825789781822597
XLOC_009324 -0.646878833068782 2.88385887143169 16.5718798198877 0.00281938558258914 0.825789781822597
XLOC_019506 -1.95435250875136 1.04426113136886 16.5126745530911 0.00285024033016541 0.825789781822597
XLOC_030338 -0.878637654271565 3.06606387163633 16.454793666253 0.00288080631659059 0.825789781822597
XLOC_014281 -0.851381082125683 3.98201707128233 16.332323772182 0.00294681748544253 0.825789781822597
