logFC logCPM F PValue FDR
TCONS_00075780 -3.17640263740117 -0.316478331116392 87.2711526805552 7.244519059982e-06 0.238525790049907
TCONS_00066966 -2.47008366993912 -0.393304670556164 56.2592975466001 4.11985296647035e-05 0.472973355805751
TCONS_00065260 -2.09116959284576 -0.632355556077406 55.6075542064481 4.30955221690889e-05 0.472973355805751
TCONS_00003139 -2.55760090447502 1.86238988858121 47.305245139494 7.99344522232461e-05 0.657960459862595
TCONS_00064093 -2.07912379247425 0.454882731350553 39.9142859909794 0.00015069174761835 0.715775972984591
TCONS_00068658 -0.721247437712651 6.36251809018923 36.4883837454795 0.000209205500344339 0.715775972984591
TCONS_00006143 1.62272116280582 -0.117673432846184 34.9850587933751 0.000243567980627607 0.715775972984591
TCONS_00029970 -0.922573113863743 3.96590535741561 34.9085418831514 0.000245495671411815 0.715775972984591
TCONS_00039858 -2.30883405953474 -1.26499103535343 34.2640549420454 0.000262498633039307 0.715775972984591
TCONS_00011735 -1.06849601604318 3.44505363706082 34.2505298540724 0.000262870685710837 0.715775972984591
TCONS_00065214 -1.54614614193291 1.11384836178087 33.7228182785083 0.000277906277062039 0.715775972984591
TCONS_00045909 -1.31485402258995 3.43690964389053 33.4310308582457 0.000286673536687368 0.715775972984591
TCONS_00072899 1.77399224056549 -1.7159738559777 33.2258853772858 0.000293041334728024 0.715775972984591
TCONS_00059460 1.58590277036651 2.98179612209302 31.538344676955 0.00035260049588101 0.715775972984591
TCONS_00017516 -0.989499935476036 2.26742379869459 31.3966438491494 0.000358250578946301 0.715775972984591
TCONS_00020287 1.34911827968991 -0.891834971518878 31.2561196408872 0.000363963932424657 0.715775972984591
TCONS_00038245 -0.908648716889002 2.31502163705524 31.1207704958409 0.000369573015664026 0.715775972984591
TCONS_00057853 -2.25803430314407 0.567092767486684 30.501002152596 0.000396655116997005 0.725548318173688
TCONS_00046078 -1.47229139127206 -1.37496333275816 29.7474941229661 0.000432945192875082 0.728467157936361
TCONS_00016652 -0.973586628448108 2.80702805262823 29.2812161704075 0.000457452363290586 0.728467157936361
TCONS_00057795 -1.43391808992146 1.97816331115212 29.1505073753496 0.000464625977727064 0.728467157936361
TCONS_00049461 -1.62131019132937 0.0859278996277163 27.739365742146 0.000551605588456442 0.794319819450223
TCONS_00035650 1.2554508104424 -1.33792152800931 27.6917035832044 0.000554877930063937 0.794319819450223
TCONS_00008098 -1.39771087446132 0.903051552470275 26.585136173829 0.000638018358549964 0.811335263566407
TCONS_00033760 -0.468747007738533 5.58291965406979 26.4848849814017 0.000646283782384827 0.811335263566407
TCONS_00040480 1.10938047431874 -0.443773311715548 25.7438854351138 0.000711638735935556 0.811335263566407
TCONS_00003150 -0.654710786822889 5.48204924151017 25.6644677769989 0.000719115338467694 0.811335263566407
TCONS_00069526 1.35061807964234 -0.93447017904071 24.7550838037776 0.000812008170211463 0.811335263566407
TCONS_00007988 -1.00325947998703 1.66370576241315 24.5706300227073 0.000832613279051762 0.811335263566407
TCONS_00064645 -0.92899889794891 3.51035062295643 24.5279784010516 0.000837468950671827 0.811335263566407
TCONS_00063615 1.16282120326924 -1.60641873425708 24.4784817469272 0.000843147586669209 0.811335263566407
TCONS_00009780 -0.978604972289245 3.45003411937187 24.0455843550155 0.000894884959545661 0.811335263566407
TCONS_00030747 -1.36754084867812 0.874740705074998 23.7310968413513 0.000934931364032713 0.811335263566407
TCONS_00013188 -0.573761507218027 4.92946892408533 23.7288991598443 0.000935218874940822 0.811335263566407
TCONS_00057842 -2.24860408082733 -0.904576450878086 23.4336533543823 0.000974852066282116 0.811335263566407
TCONS_00021553 -0.9264253968938 1.70394281941376 23.3960781395603 0.000980042922598898 0.811335263566407
TCONS_00007188 -1.2504085387521 -0.462682538995305 23.3307585890782 0.000989147631585725 0.811335263566407
TCONS_00066968 -2.27371037577982 1.69467004648952 22.5866859571061 0.00110057242160709 0.811335263566407
TCONS_00057841 -1.7140366787883 1.8166001298955 22.2603112569119 0.00115429132853629 0.811335263566407
