logFC logCPM F PValue FDR
XLOC_017180 4.33591440371328 2.02738617714276 326.856866183784 2.31931324138741e-08 0.00042900337025943
XLOC_031557 -3.23895810889465 4.12882494850809 215.054732167469 1.43170630315383e-07 0.000883181020905899
XLOC_001420 1.4323469407291 6.60156298225866 215.0299976326 1.43241772326199e-07 0.000883181020905899
XLOC_039015 1.83265311408512 4.83872627889521 194.584317450788 2.20356720364288e-07 0.000990972953498566
XLOC_000631 -6.01477061020504 3.41512752091213 185.942968595699 2.6787396699426e-07 0.000990972953498566
XLOC_004889 2.3759083701282 2.74901870410259 175.132363455267 3.46343204391697e-07 0.0010677183752722
XLOC_003093 2.63497382550961 3.29679258849754 157.424236460525 5.46178977679589e-07 0.00144323893573419
XLOC_039146 -2.5403959489153 3.16972575082011 135.552109894934 1.03084188448061e-06 0.00238343529215474
XLOC_010274 2.00175212800875 2.74696465505095 123.834667101436 1.50943872936709e-06 0.00310223201967811
XLOC_018218 -1.85308737878793 4.49330158659231 114.375759522402 2.10681860701314e-06 0.00389698237739221
XLOC_023288 2.23245841013491 2.15649058050782 110.30346409417 2.45161210123399e-06 0.00397091395884303
XLOC_013478 3.29677292019621 -0.471560212694818 109.001796581769 2.57614572666467e-06 0.00397091395884303
XLOC_031928 2.12683624509404 1.35288298487584 101.658124946595 3.44385585213478e-06 0.00461309132135417
XLOC_002890 3.51615935837946 -0.72739228032269 100.876873513616 3.55591198019496e-06 0.00461309132135417
XLOC_032360 2.22882100081199 6.1267648662295 98.4692018275349 3.93045547261885e-06 0.00461309132135417
XLOC_039346 -3.45113078349438 1.24174424565294 98.1102662484037 3.99034768566074e-06 0.00461309132135417
XLOC_016275 1.79109245147195 3.66564308071928 91.0647777007605 5.42792424263929e-06 0.00563750209174788
XLOC_016838 3.13369150517921 0.614783688226614 89.3405727211909 5.87194342733936e-06 0.00563750209174788
XLOC_009644 1.27238141899373 5.98918624559183 88.8311808821632 6.01154659890888e-06 0.00563750209174788
XLOC_045775 2.90954779019377 1.71541248164035 87.3411844850075 6.44385095364616e-06 0.00563750209174788
XLOC_016867 -1.93565252774159 3.95635173281835 86.9413034910587 6.56628561929289e-06 0.00563750209174788
XLOC_017663 2.08799535958589 4.35470226974613 86.4986762058224 6.70514386216432e-06 0.00563750209174788
XLOC_016454 1.95606404190965 2.59544920002755 84.4993166878335 7.37900601920986e-06 0.00577501265001572
XLOC_049881 2.60006376565508 0.186883397852862 83.3547249239895 7.80213791691156e-06 0.00577501265001572
XLOC_000853 2.7244335567098 2.70410097556244 83.2585085886087 7.83904296188925e-06 0.00577501265001572
XLOC_020495 0.953025301014326 6.69707428114108 82.5498255581162 8.11755035413357e-06 0.00577501265001572
XLOC_022838 -1.85867027268391 3.54412078119647 79.8636665111945 9.28948608430994e-06 0.00618202974529674
XLOC_023513 1.27366422586035 5.21938148794375 79.2799349982881 9.57096078611247e-06 0.00618202974529674
XLOC_008190 -3.02010608208894 2.93998832212978 79.0346977342991 9.69232105820433e-06 0.00618202974529674
XLOC_020478 2.23659850468701 2.10013613145502 77.5804119764069 1.04519942027757e-05 0.00628000512910394
XLOC_046493 2.507357808565 4.21787261703577 77.4475690895879 1.05249585879993e-05 0.00628000512910394
XLOC_028499 -2.62771354166691 2.51892824445285 75.6263722648406 1.15909773194568e-05 0.00669994710868725
XLOC_048461 2.07674345665868 3.8666581849692 73.2624558062082 1.31791689350743e-05 0.00688648573939431
XLOC_045709 -2.57886405780355 7.35526926450236 73.0701392180292 1.33197529345185e-05 0.00688648573939431
XLOC_006105 1.30939141555867 7.19780178895007 73.011890428655 1.33626945099083e-05 0.00688648573939431
XLOC_049426 -2.79427175149674 1.89017430577315 72.4999028528915 1.37475176810192e-05 0.00688648573939431
XLOC_046989 2.34567455322549 0.113979832974634 72.4637434663514 1.37752052958636e-05 0.00688648573939431
XLOC_009724 2.39955361133764 0.263538926002225 71.9139882945158 1.42046824653937e-05 0.00691431609374702
XLOC_051773 2.21075456603497 -0.659331830250808 70.829444507527 1.51010309651173e-05 0.0071621479426096
XLOC_003276 1.62407053272951 1.90318734607152 69.6624211144104 1.61441172161182e-05 0.00740782545834223
XLOC_049363 1.65174618682765 6.06951435724945 69.3691158412553 1.642000561129e-05 0.00740782545834223
XLOC_000434 -3.08896552812018 0.400092613349371 67.6381937899331 1.81709852534242e-05 0.0078481052432308
XLOC_021493 -3.53200498469486 4.89059675338656 67.5700289910007 1.82445004843447e-05 0.0078481052432308
XLOC_027436 1.13819930277177 4.31332647806773 64.0745118187533 2.25548835153452e-05 0.00932935124657367
